0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355,1.0466174574128355
1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145,1.9027213177874145
2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024,2.676966303456024
3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163,3.377179590160163
4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387,4.010439935338387
4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462,4.583149240331462
5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948,5.101097269957948
5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272,5.569520183738272
5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592,5.993153470484592
